"Region"	"RegionUID"	"OperatingUnit"	"OperatingUnitUID"	"CountryName"	"SNU1"	"SNU1Uid"	"PSNU"	"PSNUuid"	"SNUPrioritization"	"typeMilitary"	"MechanismUID"	"PrimePartner"	"FundingAgency"	"MechanismID"	"ImplementingMechanismName"	"dataElementUID"	"indicator"	"numeratorDenom"	"indicatorType"	"disaggregate"	"standardizedDisaggregate"	"categoryOptionComboUID"	"categoryOptionComboName"	"AgeAsEntered"	"AgeFine"	"AgeSemiFine"	"AgeCoarse"	"Sex"	"resultStatus"	"otherDisaggregate"	"coarseDisaggregate"	"modality"	"isMCAD"	"FY2017_TARGETS"	"FY2017Q1"	"FY2017Q2"	"FY2017Q3"	"FY2017Q4"	"FY2017APR"	"FY2018_TARGETS"	"FY2018Q1"	"FY2018Q2"	"FY2019_TARGETS"
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Qohor"	"VmGFAxvTshW"	"Qohor"	"VmGFAxvTshW"	"4 - Sustained"	NA	NA	"Warg"	"USAID"	80015	"Warg"	"ZYV25kXUmeY"	"HTS_TST_NEG"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"40"	40	"70"	90	230	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Qohor"	"VmGFAxvTshW"	"Qohor"	"VmGFAxvTshW"	"4 - Sustained"	NA	NA	"Warg"	"USAID"	80015	"Warg"	"yuKuQmSdgDo"	"HTS_TST_POS"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	NA	"10"	10	"10"	10	20	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Qohor"	"VmGFAxvTshW"	"Qohor"	"VmGFAxvTshW"	"4 - Sustained"	NA	NA	"Warg"	"USAID"	80015	"Warg"	"dOXKETYsmh6"	"KP_PREV"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	1670	NA	130	1790	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Tyrosh"	"yqiOhotzn2l"	"Tyrosh"	"yqiOhotzn2l"	"6 - Sustained: Commodities"	NA	NA	"Trueborn"	"USAID"	80016	"Trueborn"	"f9BaCsI9PGn"	"TX_CURR"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	40	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Tyrosh"	"yqiOhotzn2l"	"Tyrosh"	"yqiOhotzn2l"	"6 - Sustained: Commodities"	NA	NA	"Trueborn"	"USAID"	80016	"Trueborn"	"oVnEYC2i59j"	"TX_NEW"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Tyrosh"	"yqiOhotzn2l"	"Tyrosh"	"yqiOhotzn2l"	"6 - Sustained: Commodities"	NA	NA	"Trueborn"	"USAID"	80016	"Trueborn"	"POmmABESKjX"	"TX_PVLS"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	30	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Tyrosh"	"yqiOhotzn2l"	"Tyrosh"	"yqiOhotzn2l"	"6 - Sustained: Commodities"	NA	NA	"Trueborn"	"USAID"	80016	"Trueborn"	"sYBzJzQljQ0"	"TX_RET"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	40	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Volantis"	"QakQr7fbFZV"	"Volantis"	"QakQr7fbFZV"	"1 - Scale-Up: Saturation"	NA	NA	"Lord of Light"	"USAID"	80017	"Lord of Light"	"YXGmBb9bkkS"	"PP_PREV"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	2410	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"MnLMpQdIWQ3"	"HRH_CURR"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	20	20	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"Xz9iSU7qulg"	"HRH_CURR_ClinicalCadre"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"s8n8lF9knTC"	"HRH_CURR_LayCadre"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	20	20	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"dkPSsG6LjSa"	"HRH_CURR_SiteLevel"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	20	20	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"Jw2iUqTtLZt"	"HRH_STAFF"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	20	20	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"K6f6jR0NOcZ"	"HTS_TST"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"620"	2280	"1610"	1240	5730	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"NUdcIMK4Peq"	"HTS_TST"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	3850	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"FJSew4Ks0j3"	"HTS_TST"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"920"	NA	NA	NA	920	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"zmAsEta7AiO"	"HTS_TST"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	5360	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"ZYV25kXUmeY"	"HTS_TST_NEG"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"610"	2210	"1550"	1190	5540	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"ODgFzFAdZLi"	"HTS_TST_NEG"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"900"	NA	NA	NA	900	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"bZFbJNe1o2G"	"HTS_TST_POS"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	NA	"30"	NA	NA	NA	30	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"yuKuQmSdgDo"	"HTS_TST_POS"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	NA	"10"	70	"70"	60	200	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"h1FiCN6ngKH"	"HTS_TST_POS"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	360	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"SOoD35fuUaU"	"HTS_TST_POS"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	490	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"Q9ptuO2EQWY"	"PMTCT_ART"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"10"	NA	NA	NA	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"w6i6wx5EJNb"	"PMTCT_ART"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	20	"20"	20	50	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"WNZ6vbJK0Ly"	"PMTCT_ART"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	140	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"muSOk0cYeTY"	"PMTCT_EID"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	"<15"	NA	NA	NA	NA	NA	"N"	NA	"20"	NA	NA	NA	20	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"r6noQOkv2wg"	"PMTCT_EID"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	"<15"	NA	NA	NA	NA	NA	"N"	NA	NA	30	"20"	20	60	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"rVKvmsFkS8F"	"PMTCT_EID"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	"<15"	NA	NA	NA	NA	NA	"N"	140	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"jZdOKxPtrca"	"PMTCT_EID_Less_Equal_Two_Months"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	110	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"omBtdT8nj1M"	"PMTCT_EID_Less_Equal_Two_Months"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"20"	NA	NA	NA	20	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"aH1KRCuTezI"	"PMTCT_EID_Less_Equal_Two_Months"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	30	"20"	10	50	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"w9BDG8nh2IU"	"PMTCT_EID_POS"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	"<15"	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"jPDAGaN7YCW"	"PMTCT_EID_POS"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	"<15"	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"10"	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"GcMLI85nOcF"	"PMTCT_EID_POS"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	"<15"	NA	NA	NA	NA	NA	"N"	20	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"Z14pYKv3HRS"	"PMTCT_EID_POS_12MO"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	10	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"SwJbwQoXtCk"	"PMTCT_EID_POS_2MO"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	20	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"jCx49ZPAt2F"	"PMTCT_EID_Two_Twelve_Months"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	20	20	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"C8PDHJbHhAi"	"PMTCT_EID_Two_Twelve_Months"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"xafyaaLp2gz"	"PMTCT_EID_Two_Twelve_Months"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	30	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"qKFOfybd72i"	"PMTCT_STAT"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"Female"	NA	NA	NA	NA	"N"	NA	"100"	NA	NA	NA	100	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"nO2Z2HmcFpc"	"PMTCT_STAT"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"Female"	NA	NA	NA	NA	"N"	NA	NA	130	"160"	120	400	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"SUYXcVZ5TtX"	"PMTCT_STAT"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"Female"	NA	NA	NA	NA	"N"	950	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"sKZtHLKUOyZ"	"PMTCT_STAT_KnownatEntry_POSITIVE"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	20	"20"	20	50	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"uSZkOD4ATeP"	"PMTCT_STAT_KnownatEntry_POSITIVE"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"10"	NA	NA	NA	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Essos"	"rh5P08UZ1sf"	"Essos"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"Hills of<U+00A0>Andalos"	"ziOjUSyLR1Q"	"2 - Scale-Up: Aggressive"	NA	NA	"Grayscale"	"HHS/CDC"	80018	"Grayscale"	"nPJwnV1WrTP"	"PMTCT_STAT_KnownatEntry_POSITIVE"	"N"	"TA"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	90	NA	NA	NA	NA	NA	NA	NA	NA	""
